,AGE4,INCOME,D6,D8,D9C,D18,D26,MARITAL,EDUC4,RACETHNICITY,GENDER,HHSIZE,INCOME_recode,AGE4_recode,D6_recode,D8_recode,D9C_recode,D18_recode,D26_recode,MARITAL_recode,EDUC4_recode,RACETHNICITY_recode,GENDER_recode
1644,18-29,"$200,000 or more",Very good,Once a week,Sometimes,Unemployed and looking for work,Suburban and mostly residential,Never married,HS graduate or equivalent,Hispanic,Female,5,18,1,4,5,3,4,2,1,2,2,1
1645,30-44,"$15,000 to $19,999",Good,Several times a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"2+, non-Hispanic",Male,4,4,2,3,6,3,1,2,0,4,3,2
1646,60+,"$200,000 or more",Good,Several times a week,Rarely,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,18,4,3,6,2,1,2,0,4,1,2
1647,60+,"$30,000 to $34,999",Fair,Everyday,Never,Retired and not working at all,Urban and mostly residential,Married,Some college,"White, non-Hispanic",Male,2,7,4,2,7,1,3,2,0,3,1,2
1648,60+,"$20,000 to $24,999",Good,Several times a week,Sometimes,Employed part-time,Small town,Separated,Some college,"Black, non-Hispanic",Male,1,5,4,3,6,3,2,1,2,3,4,2
1649,18-29,"$60,000 to $74,999",Excellent,Several times a week,Never,Employed full-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,2,11,1,5,6,1,1,2,0,3,1,1
1650,30-44,"$100,000 to $124,999",Very good,Several times a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"2+, non-Hispanic",Female,4,14,2,4,6,1,1,2,1,3,3,1
1651,45-59,"$30,000 to $34,999",Very good,Several times a week,Often,Employed full-time,Suburban and mostly residential,Living with partner,No HS diploma,"Black, non-Hispanic",Female,3,7,3,4,6,4,1,2,1,1,4,1
1652,18-29,"$25,000 to $29,999",Very good,Several times a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"2+, non-Hispanic",Male,2,6,1,4,6,2,1,2,1,4,3,2
1653,60+,"$35,000 to $39,999",Very good,Several times a week,Rarely,Retired and not working at all,Rural area,Divorced,BA or above,"2+, non-Hispanic",Female,1,8,4,4,6,2,3,1,2,4,3,1
1654,18-29,"$10,000 to $14,999",Very good,Several times a week,Sometimes,Employed full-time,Rural area,Living with partner,BA or above,"White, non-Hispanic",Female,2,3,1,4,6,3,1,1,1,4,1,1
1655,30-44,"$125,000 to $149,999",Very good,Everyday,Never,Employed full-time,Urban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,4,15,2,4,7,1,1,2,0,4,1,2
1656,60+,"$25,000 to $29,999",Good,Several times a week,Never,Retired and not working at all,Small town,Divorced,HS graduate or equivalent,"White, non-Hispanic",Female,1,6,4,3,6,1,3,1,2,2,1,1
1657,30-44,"$20,000 to $24,999",Good,Several times a week,Rarely,Or are you not in the labor force for other reasons,Rural area,Married,No HS diploma,Hispanic,Female,6,5,2,3,6,2,4,1,0,1,2,1
1658,30-44,"$15,000 to $19,999",Fair,Several times a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,HS graduate or equivalent,Hispanic,Female,4,4,2,2,6,3,1,2,2,2,2,1
1659,60+,"$35,000 to $39,999",Very good,Once a week,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,8,4,4,5,1,3,2,1,4,1,2
1660,30-44,"$25,000 to $29,999",Good,Everyday,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,Hispanic,Female,1,6,2,3,7,2,1,2,1,3,2,1
1661,18-29,"$15,000 to $19,999",Very good,Less than monthly,Never,Employed part-time,Urban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,1,4,1,4,2,1,2,2,1,3,4,1
1662,45-59,"$30,000 to $34,999",Very good,Several times a week,Often,Unemployed and looking for work,Small town,Divorced,HS graduate or equivalent,Hispanic,Female,6,7,3,4,6,4,4,1,2,2,2,1
1663,30-44,"$150,000 to $174,999",Excellent,Several times a week,Rarely,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,4,16,2,5,6,2,1,2,0,4,1,1
1664,60+,"$125,000 to $149,999",Very good,Everyday,Never,Employed full-time,Urban and mostly residential,Married,BA or above,"Black, non-Hispanic",Male,4,15,4,4,7,1,1,2,0,4,4,2
1665,30-44,"$75,000 to $84,999",Good,Once a month,Often,Employed full-time,Suburban and mostly residential,Living with partner,BA or above,"White, non-Hispanic",Female,3,12,2,3,3,4,1,2,1,4,1,1
1666,60+,"$20,000 to $24,999",Fair,Once every 2 or 3 weeks,Often,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Widowed,Some college,"White, non-Hispanic",Female,2,5,4,2,4,4,3,2,2,3,1,1
1667,30-44,"$75,000 to $84,999",Excellent,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,HS graduate or equivalent,"White, non-Hispanic",Male,3,12,2,5,7,1,1,2,0,2,1,2
1668,45-59,"$20,000 to $24,999",Poor,Several times a week,Rarely,Or are you not in the labor force for other reasons,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,5,3,1,6,2,4,2,1,4,1,2
1669,18-29,"$15,000 to $19,999",Poor,Less than monthly,Never,Unemployed and looking for work,Small town,Never married,HS graduate or equivalent,Hispanic,Male,4,4,1,1,2,1,4,1,1,2,2,2
1670,60+,"$35,000 to $39,999",Very good,Less than monthly,Never,Retired and not working at all,Suburban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Female,2,8,4,4,2,1,3,2,0,2,1,1
1671,60+,"$50,000 to $59,999",Good,Several times a week,Rarely,Retired and not working at all,Rural area,Married,Some college,"White, non-Hispanic",Male,2,10,4,3,6,2,3,1,0,3,1,2
1672,60+,"$40,000 to $49,999",Good,Several times a week,Never,Retired and not working at all,Suburban and mostly residential,Divorced,Some college,"White, non-Hispanic",Female,1,9,4,3,6,1,3,2,2,3,1,1
1673,30-44,"$30,000 to $34,999",Good,Everyday,Rarely,Employed full-time,Suburban and mostly residential,Never married,BA or above,"2+, non-Hispanic",Male,1,7,2,3,7,2,1,2,1,4,3,2
1674,45-59,"$200,000 or more",Good,Once a week,Never,Employed full-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,4,18,3,3,5,1,1,2,0,3,1,1
1675,45-59,"$35,000 to $39,999",Fair,Everyday,Never,Employed part-time,"Urban near mix of offices, apartments and shops",Divorced,No HS diploma,Hispanic,Female,6,8,3,2,7,1,2,2,2,1,2,1
1676,18-29,"$20,000 to $24,999",Good,Several times a week,Sometimes,Employed full-time,Suburban and mostly residential,Never married,HS graduate or equivalent,"Black, non-Hispanic",Female,3,5,1,3,6,3,1,2,1,2,4,1
1677,60+,"$85,000 to $99,999",Very good,Once a week,Never,Employed full-time,Suburban and mostly residential,Married,Some college,"Black, non-Hispanic",Male,2,13,4,4,5,1,1,2,0,3,4,2
1678,18-29,"$35,000 to $39,999",Fair,Once every 2 or 3 weeks,Sometimes,Or are you not in the labor force for other reasons,Rural area,Never married,Some college,"Black, non-Hispanic",Female,3,8,1,2,4,3,4,1,1,3,4,1
1679,60+,"$125,000 to $149,999",Excellent,Several times a week,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,2,15,4,5,6,1,3,2,0,4,1,2
1680,60+,"$85,000 to $99,999",Good,Several times a week,Never,Or are you not in the labor force for other reasons,Suburban and mostly residential,Living with partner,BA or above,"2+, non-Hispanic",Male,2,13,4,3,6,1,4,2,1,4,3,2
1681,18-29,"$50,000 to $59,999",Very good,Once a week,Never,Self-employed full-time,Rural area,Never married,No HS diploma,"Black, non-Hispanic",Male,2,10,1,4,5,1,1,1,1,1,4,2
1682,30-44,"$30,000 to $34,999",Good,Once a week,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Living with partner,Some college,"2+, non-Hispanic",Female,2,7,2,3,5,3,1,2,1,3,3,1
1683,60+,"$85,000 to $99,999",Very good,Once a week,Never,Employed full-time,Small town,Married,BA or above,"White, non-Hispanic",Male,2,13,4,4,5,1,1,1,0,4,1,2
1684,60+,"$35,000 to $39,999",Very good,Once a month,Rarely,Employed full-time,Suburban and mostly residential,Divorced,Some college,"Black, non-Hispanic",Female,3,8,4,4,3,2,1,2,2,3,4,1
1685,45-59,"$60,000 to $74,999",Good,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"Black, non-Hispanic",Female,1,11,3,3,7,1,1,2,1,3,4,1
1686,18-29,"$40,000 to $49,999",Excellent,Several times a week,Rarely,Self-employed full-time,Urban and mostly residential,Never married,Some college,Hispanic,Male,2,9,1,5,6,2,1,2,1,3,2,2
1687,30-44,"$125,000 to $149,999",Excellent,Several times a week,Never,Employed full-time,Urban and mostly residential,Married,No HS diploma,Hispanic,Male,4,15,2,5,6,1,1,2,0,1,2,2
1688,18-29,"$100,000 to $124,999",Excellent,Everyday,Never,Employed part-time,Suburban and mostly residential,Never married,BA or above,"White, non-Hispanic",Female,2,14,1,5,7,1,2,2,1,4,1,1
1689,45-59,"$75,000 to $84,999",Fair,Once a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,Hispanic,Female,1,12,3,2,5,2,1,2,1,4,2,1
1690,18-29,"$50,000 to $59,999",Very good,Once a week,Often,Self-employed full-time,"Urban near mix of offices, apartments and shops",Never married,HS graduate or equivalent,"Asian, non-Hispanic",Male,4,10,1,4,5,4,1,2,1,2,5,2
1691,45-59,"$200,000 or more",Very good,Everyday,Never,Self-employed part-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,2,18,3,4,7,1,2,2,0,4,1,1
1692,60+,"$60,000 to $74,999",Good,Less than monthly,Sometimes,Employed full-time,Urban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Male,2,11,4,3,2,3,1,2,0,2,1,2
1693,30-44,"$25,000 to $29,999",Good,Once a month,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Separated,Some college,"Black, non-Hispanic",Female,6,6,2,3,3,3,1,2,2,3,4,1
1694,30-44,"$10,000 to $14,999",Fair,Several times a week,Rarely,Self-employed part-time,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Male,4,3,2,2,6,2,2,2,2,3,1,2
1695,45-59,"$10,000 to $14,999",Very good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Never married,HS graduate or equivalent,"White, non-Hispanic",Male,1,3,3,4,6,1,1,2,1,2,1,2
1696,30-44,"$20,000 to $24,999",Very good,Everyday,Never,Employed full-time,Rural area,Divorced,Some college,"White, non-Hispanic",Male,1,5,2,4,7,1,1,1,2,3,1,2
1697,30-44,"$50,000 to $59,999",Good,Once every 2 or 3 weeks,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Female,2,10,2,3,4,3,1,2,1,3,1,1
1698,18-29,"Less than $5,000",Very good,Several times a week,Rarely,Employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Male,3,1,1,4,6,2,2,2,1,3,1,2
1699,45-59,"$30,000 to $34,999",Very good,Once a week,Rarely,Employed full-time,Urban and mostly residential,Separated,Some college,Hispanic,Female,6,7,3,4,5,2,1,2,2,3,2,1
1700,18-29,"$20,000 to $24,999",Excellent,Everyday,Often,Employed part-time,Urban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,4,5,1,5,7,4,2,2,1,3,4,1
1701,60+,"$20,000 to $24,999",Very good,Everyday,Never,Employed full-time,Suburban and mostly residential,Separated,Some college,Hispanic,Male,5,5,4,4,7,1,1,2,2,3,2,2
1702,18-29,"$150,000 to $174,999",Excellent,Several times a week,Rarely,Employed full-time,Urban and mostly residential,Never married,Some college,"White, non-Hispanic",Male,4,16,1,5,6,2,1,2,1,3,1,2
1703,18-29,"$150,000 to $174,999",Very good,Several times a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Female,2,16,1,4,6,1,1,2,2,3,1,1
1704,18-29,"$30,000 to $34,999",Very good,Everyday,Sometimes,Employed full-time,Suburban and mostly residential,Never married,BA or above,"Black, non-Hispanic",Female,3,7,1,4,7,3,1,2,1,4,4,1
1705,45-59,"$30,000 to $34,999",Very good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Divorced,BA or above,"White, non-Hispanic",Male,1,7,3,4,6,1,1,2,2,4,1,2
1706,60+,"$60,000 to $74,999",Very good,Everyday,Never,Retired and not working at all,Rural area,Married,Some college,"White, non-Hispanic",Male,2,11,4,4,7,1,3,1,0,3,1,2
1707,18-29,"$10,000 to $14,999",Very good,Once a week,Sometimes,Employed part-time,Small town,Never married,No HS diploma,"2+, non-Hispanic",Female,5,3,1,4,5,3,2,1,1,1,3,1
1708,18-29,"$50,000 to $59,999",Very good,Everyday,Sometimes,Employed part-time,Urban and mostly residential,Never married,Some college,Hispanic,Male,4,10,1,4,7,3,2,2,1,3,2,2
1709,18-29,"$60,000 to $74,999",Excellent,Several times a week,Never,Self-employed full-time,"Urban near mix of offices, apartments and shops",Living with partner,Some college,"2+, non-Hispanic",Male,3,11,1,5,6,1,1,2,1,3,3,2
1710,30-44,"$35,000 to $39,999",Fair,Everyday,Rarely,Employed part-time,Small town,Married,No HS diploma,Hispanic,Female,4,8,2,2,7,2,2,1,0,1,2,1
1711,45-59,"$25,000 to $29,999",Very good,Several times a week,Often,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,6,3,4,6,4,1,2,1,4,1,2
1712,30-44,"$100,000 to $124,999",Very good,Once every 2 or 3 weeks,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,2,14,2,4,4,3,1,2,0,4,1,2
1713,30-44,"$30,000 to $34,999",Very good,Less than monthly,Often,Employed full-time,Rural area,Never married,BA or above,"White, non-Hispanic",Female,1,7,2,4,2,4,1,1,1,4,1,1
1714,60+,"$25,000 to $29,999",Very good,Everyday,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"Other, non-Hispanic",Female,1,6,4,4,7,1,3,2,2,3,6,1
1715,45-59,"$10,000 to $14,999",Fair,Once a week,Sometimes,Or are you not in the labor force for other reasons,Suburban and mostly residential,Divorced,HS graduate or equivalent,Hispanic,Male,2,3,3,2,5,3,4,2,2,2,2,2
1716,60+,"$200,000 or more",Very good,Several times a week,Never,Employed part-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,2,18,4,4,6,1,2,2,0,3,1,1
1717,18-29,"$85,000 to $99,999",Very good,Once a week,Rarely,Employed full-time,Suburban and mostly residential,Never married,BA or above,"Black, non-Hispanic",Female,2,13,1,4,5,2,1,2,1,4,4,1
1718,30-44,"$60,000 to $74,999",Very good,Several times a week,Rarely,Employed full-time,Urban and mostly residential,Divorced,Some college,"White, non-Hispanic",Female,3,11,2,4,6,2,1,2,2,3,1,1
1719,18-29,"$20,000 to $24,999",Good,Several times a week,Sometimes,Employed full-time,Small town,Never married,Some college,"Black, non-Hispanic",Male,5,5,1,3,6,3,1,1,1,3,4,2
1720,18-29,"$100,000 to $124,999",Very good,Everyday,Never,Employed part-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"2+, non-Hispanic",Female,2,14,1,4,7,1,2,2,1,3,3,1
1721,18-29,"$40,000 to $49,999",Good,Less than monthly,Sometimes,Employed full-time,Small town,Never married,Some college,Hispanic,Male,6,9,1,3,2,3,1,1,1,3,2,2
1722,18-29,"$15,000 to $19,999",Fair,Once a week,Often,Employed part-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Female,4,4,1,2,5,4,2,2,1,3,1,1
1723,18-29,"$200,000 or more",Excellent,Several times a week,Never,Or are you not in the labor force for other reasons,Small town,Never married,Some college,"White, non-Hispanic",Female,4,18,1,5,6,1,4,1,1,3,1,1
1724,60+,"$10,000 to $14,999",Fair,Once every 2 or 3 weeks,Sometimes,Retired and not working at all,Urban and mostly residential,Divorced,Some college,"Black, non-Hispanic",Male,1,3,4,2,4,3,3,2,2,3,4,2
1725,45-59,"$150,000 to $174,999",Excellent,Several times a week,Never,Self-employed full-time,Suburban and mostly residential,Living with partner,BA or above,"White, non-Hispanic",Female,2,16,3,5,6,1,1,2,1,4,1,1
1726,45-59,"$40,000 to $49,999",Good,Once every 2 or 3 weeks,Sometimes,Employed full-time,Suburban and mostly residential,Divorced,Some college,"White, non-Hispanic",Female,4,9,3,3,4,3,1,2,2,3,1,1
1727,60+,"$30,000 to $34,999",Excellent,Several times a week,Never,Retired and not working at all,Urban and mostly residential,Never married,BA or above,"White, non-Hispanic",Male,1,7,4,5,6,1,3,2,1,4,1,2
1728,60+,"$60,000 to $74,999",Good,Once every 2 or 3 weeks,Never,Retired and not working at all,Suburban and mostly residential,Widowed,HS graduate or equivalent,"White, non-Hispanic",Male,3,11,4,3,4,1,3,2,2,2,1,2
1729,60+,"$40,000 to $49,999",Very good,Everyday,Never,Retired and not working at all,Urban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Male,2,9,4,4,7,1,3,2,0,2,1,2
1730,18-29,"Less than $5,000",Very good,Several times a week,Sometimes,Or are you not in the labor force for other reasons,Suburban and mostly residential,Never married,Some college,"Black, non-Hispanic",Male,6,1,1,4,6,3,4,2,1,3,4,2
1731,60+,"$35,000 to $39,999",Excellent,Everyday,Rarely,Self-employed part-time,Small town,Married,BA or above,"White, non-Hispanic",Male,2,8,4,5,7,2,2,1,0,4,1,2
1732,30-44,"$100,000 to $124,999",Very good,Several times a week,Rarely,Self-employed full-time,Urban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,14,2,4,6,2,1,2,0,4,1,2
1733,30-44,"$85,000 to $99,999",Very good,Several times a week,Sometimes,Employed full-time,Rural area,Married,BA or above,"White, non-Hispanic",Male,2,13,2,4,6,3,1,1,0,4,1,2
1734,45-59,"$40,000 to $49,999",Fair,Once a week,Never,Employed full-time,Rural area,Divorced,Some college,"White, non-Hispanic",Female,3,9,3,2,5,1,1,1,2,3,1,1
1735,30-44,"$85,000 to $99,999",Very good,Everyday,Rarely,Employed full-time,Urban and mostly residential,Married,BA or above,"Asian, non-Hispanic",Female,3,13,2,4,7,2,1,2,0,4,5,1
1736,30-44,"$60,000 to $74,999",Excellent,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Divorced,BA or above,"Black, non-Hispanic",Male,4,11,2,5,7,1,1,2,2,4,4,2
1737,30-44,"$50,000 to $59,999",Very good,Several times a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Female,5,10,2,4,6,1,1,2,0,3,1,1
1738,30-44,"$50,000 to $59,999",Good,Everyday,Never,Employed full-time,Urban and mostly residential,Married,Some college,"White, non-Hispanic",Male,4,10,2,3,7,1,1,2,0,3,1,2
1739,45-59,"$15,000 to $19,999",Fair,Several times a week,Never,Self-employed full-time,Urban and mostly residential,Widowed,No HS diploma,"Other, non-Hispanic",Male,2,4,3,2,6,1,1,2,2,1,6,2
1740,30-44,"$25,000 to $29,999",Good,Everyday,Rarely,Unemployed and looking for work,Small town,Married,BA or above,"Black, non-Hispanic",Female,3,6,2,3,7,2,4,1,0,4,4,1
1741,60+,"$125,000 to $149,999",Excellent,Everyday,Never,Employed part-time,Small town,Never married,Some college,"Black, non-Hispanic",Male,1,15,4,5,7,1,2,1,1,3,4,2
1742,30-44,"$75,000 to $84,999",Very good,Once a week,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Living with partner,BA or above,"White, non-Hispanic",Male,2,12,2,4,5,3,1,2,1,4,1,2
1743,60+,"$15,000 to $19,999",Excellent,Several times a week,Never,Or are you not in the labor force for other reasons,Small town,Widowed,HS graduate or equivalent,"Black, non-Hispanic",Female,1,4,4,5,6,1,4,1,2,2,4,1
1744,45-59,"$40,000 to $49,999",Very good,Everyday,Sometimes,Employed full-time,Suburban and mostly residential,Divorced,Some college,"White, non-Hispanic",Female,1,9,3,4,7,3,1,2,2,3,1,1
1745,45-59,"$75,000 to $84,999",Very good,Everyday,Never,Unemployed and looking for work,Rural area,Married,Some college,"Black, non-Hispanic",Female,2,12,3,4,7,1,4,1,0,3,4,1
1746,60+,"Less than $5,000",Very good,Everyday,Sometimes,Retired and not working at all,Rural area,Divorced,HS graduate or equivalent,"White, non-Hispanic",Male,1,1,4,4,7,3,3,1,2,2,1,2
1747,18-29,"$100,000 to $124,999",Very good,Several times a week,Rarely,Employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"Asian, non-Hispanic",Male,6,14,1,4,6,2,2,2,1,3,5,2
1748,18-29,"$85,000 to $99,999",Excellent,Everyday,Sometimes,Employed full-time,Urban and mostly residential,Never married,No HS diploma,"White, non-Hispanic",Male,3,13,1,5,7,3,1,2,1,1,1,2
1749,45-59,"$60,000 to $74,999",Good,Once a week,Often,Unemployed and looking for work,Suburban and mostly residential,Never married,BA or above,"White, non-Hispanic",Female,1,11,3,3,5,4,4,2,1,4,1,1
1750,60+,"$60,000 to $74,999",Poor,Once every 2 or 3 weeks,Never,Retired and not working at all,Small town,Married,BA or above,"White, non-Hispanic",Female,3,11,4,1,4,1,3,1,0,4,1,1
1751,30-44,"$60,000 to $74,999",Good,Everyday,Rarely,Self-employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,Hispanic,Female,2,11,2,3,7,2,2,2,1,2,2,1
1752,45-59,"$35,000 to $39,999",Excellent,Everyday,Often,Employed full-time,Urban and mostly residential,Married,HS graduate or equivalent,"Black, non-Hispanic",Male,4,8,3,5,7,4,1,2,0,2,4,2
1753,18-29,"$35,000 to $39,999",Good,Several times a week,Rarely,Self-employed full-time,Small town,Living with partner,Some college,Hispanic,Male,2,8,1,3,6,2,1,1,1,3,2,2
1754,60+,"$75,000 to $84,999",Very good,Everyday,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Male,2,12,4,4,7,1,3,2,2,3,1,2
1755,30-44,"$40,000 to $49,999",Good,Several times a week,Rarely,Unemployed and looking for work,Urban and mostly residential,Never married,Some college,"2+, non-Hispanic",Female,2,9,2,3,6,2,4,2,1,3,3,1
1756,18-29,"$85,000 to $99,999",Excellent,Everyday,Rarely,Employed part-time,Urban and mostly residential,Never married,HS graduate or equivalent,"Black, non-Hispanic",Female,3,13,1,5,7,2,2,2,1,2,4,1
1757,30-44,"$50,000 to $59,999",Very good,Once a week,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,Hispanic,Male,4,10,2,4,5,2,1,2,1,3,2,2
1758,18-29,"$15,000 to $19,999",Very good,Everyday,Sometimes,Employed full-time,Small town,Never married,Some college,"Black, non-Hispanic",Female,6,4,1,4,7,3,1,1,1,3,4,1
1759,45-59,"$125,000 to $149,999",Good,Less than monthly,Sometimes,Unemployed and looking for work,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,3,15,3,3,2,3,4,2,0,3,1,1
1760,18-29,"$25,000 to $29,999",Poor,Several times a week,Sometimes,Or are you not in the labor force for other reasons,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"Black, non-Hispanic",Male,4,6,1,1,6,3,4,2,1,3,4,2
1761,45-59,"$125,000 to $149,999",Good,Several times a week,Often,Employed full-time,Suburban and mostly residential,Married,BA or above,"Asian, non-Hispanic",Female,3,15,3,3,6,4,1,2,0,4,5,1
1762,60+,"$40,000 to $49,999",Fair,Everyday,Rarely,Retired and not working at all,Rural area,Married,Some college,"White, non-Hispanic",Male,2,9,4,2,7,2,3,1,0,3,1,2
1763,60+,"$25,000 to $29,999",Good,Several times a week,Sometimes,Retired and not working at all,Small town,Married,Some college,"White, non-Hispanic",Male,1,6,4,3,6,3,3,1,0,3,1,2
1764,60+,"$40,000 to $49,999",Fair,Once every 2 or 3 weeks,Never,Retired and not working at all,Urban and mostly residential,Married,No HS diploma,Hispanic,Male,6,9,4,2,4,1,3,2,0,1,2,2
1765,30-44,"$15,000 to $19,999",Good,Once a week,Often,Unemployed and looking for work,Urban and mostly residential,Never married,Some college,"White, non-Hispanic",Male,2,4,2,3,5,4,4,2,1,3,1,2
1766,30-44,"$20,000 to $24,999",Very good,Everyday,Never,Employed full-time,Urban and mostly residential,Never married,Some college,"White, non-Hispanic",Female,2,5,2,4,7,1,1,2,1,3,1,1
1767,18-29,"$60,000 to $74,999",Excellent,Everyday,Often,Self-employed full-time,"Urban near mix of offices, apartments and shops",Living with partner,Some college,"Asian, non-Hispanic",Male,6,11,1,5,7,4,1,2,1,3,5,2
1768,45-59,"$125,000 to $149,999",Very good,Several times a week,Rarely,Employed full-time,Urban and mostly residential,Married,Some college,"White, non-Hispanic",Female,4,15,3,4,6,2,1,2,0,3,1,1
1769,30-44,"$85,000 to $99,999",Excellent,Several times a week,Sometimes,Employed full-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,2,13,2,5,6,3,1,2,0,3,1,1
1770,30-44,"$150,000 to $174,999",Excellent,Several times a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,2,16,2,5,6,1,1,2,0,4,1,1
1771,30-44,"Less than $5,000",Very good,Several times a week,Rarely,Employed full-time,Suburban and mostly residential,Divorced,Some college,Hispanic,Male,2,1,2,4,6,2,1,2,2,3,2,2
1772,30-44,"$5,000 to $9,999",Poor,Everyday,Rarely,Or are you not in the labor force for other reasons,"Urban near mix of offices, apartments and shops",Living with partner,HS graduate or equivalent,Hispanic,Male,6,2,2,1,7,2,4,2,1,2,2,2
1773,18-29,"$75,000 to $84,999",Excellent,Everyday,Never,Or are you not in the labor force for other reasons,Suburban and mostly residential,Divorced,Some college,"White, non-Hispanic",Female,3,12,1,5,7,1,4,2,2,3,1,1
1774,60+,"$10,000 to $14,999",Fair,Several times a week,Never,Retired and not working at all,Suburban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,4,3,4,2,6,1,3,2,1,3,4,1
1775,30-44,"$150,000 to $174,999",Very good,Several times a week,Sometimes,Employed full-time,Small town,Married,Some college,"Black, non-Hispanic",Female,4,16,2,4,6,3,1,1,0,3,4,1
1776,18-29,"Less than $5,000",Good,Once a week,Often,Employed full-time,Urban and mostly residential,Never married,No HS diploma,"White, non-Hispanic",Male,1,1,1,3,5,4,1,2,1,1,1,2
1777,18-29,"$20,000 to $24,999",Good,Several times a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"Black, non-Hispanic",Female,3,5,1,3,6,2,1,2,1,3,4,1
1778,60+,"$40,000 to $49,999",Fair,Several times a week,Sometimes,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Divorced,BA or above,"Black, non-Hispanic",Female,1,9,4,2,6,3,3,2,2,4,4,1
1779,18-29,"$10,000 to $14,999",Very good,Everyday,Rarely,Self-employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"2+, non-Hispanic",Female,5,3,1,4,7,2,2,2,1,3,3,1
1780,30-44,"$85,000 to $99,999",Good,Several times a week,Sometimes,Unemployed and looking for work,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,2,13,2,3,6,3,4,2,1,4,1,2
1781,18-29,"Less than $5,000",Good,Everyday,Sometimes,Employed part-time,Rural area,Never married,No HS diploma,Hispanic,Female,5,1,1,3,7,3,2,1,1,1,2,1
